"ID"	"ETA"	"AGE"	"GENDER"	"STUDY"	"STUDYAGE"	"TRUEETA"	"STUDYETA"	"ZETA"	"W"	"Z1"	"Z2"	"Z3"	"Z4"	"BIN_1"	"BIN_2"	"BIN_3"	"BIN_4"	"BIN_5"	"BIN_6"	"BIN_7"	"BIN_8"	"BIN_9"	"BIN_10"	"BIN_11"	"BIN_12"
100143	2.033	3	-1	-1	-3	1.6936545179	-1.693654518	0.8336545179	-0.034158688	7.3872570785	15.356297009	17.049372812	13.851095899	0	1	0	1	1	1	0	1	1	1	1	1
100144	-0.599	0	-1	-1	0	-0.297609068	0.2976090683	0.2823909317	-0.172406984	11.608194961	11.457342602	14.532070363	12.111830752	0	0	0	0	0	0	1	1	0	0	0	0
100145	-0.086	-1	-1	-1	1	0.1117357381	-0.111735738	1.1717357381	0.1168123608	9.5661314641	8.9207922772	11.302979207	13.170166093	0	1	0	0	0	0	1	0	0	0	0	1
100146	0.034	0	1	-1	0	-0.69213067	0.6921306697	-0.11213067	0.4345006871	10.96105516	9.227812448	9.1381207611	13.080130422	0	0	0	0	0	0	1	0	1	0	1	0
100147	-0.828	2	-1	-1	-2	-0.856687571	0.8566875707	-1.236687571	0.032417023	14.89344983	9.337099003	16.252858618	12.392140884	0	0	0	0	0	0	1	0	0	0	0	0
100148	0.055	1	1	-1	-1	-0.391601572	0.3916015715	-0.291601572	0.8783210053	8.7401345596	9.2176921767	13.978892672	12.129921453	1	0	0	0	0	0	1	0	0	0	1	0
100149	-1.201	-1	-1	-1	1	-1.230246296	1.2302462956	-0.170246296	-0.339008934	9.9550605779	11.485521369	8.1966962705	7.219707863	1	0	0	0	0	0	0	0	0	0	0	0
100150	-0.848	2	-1	-1	-2	-0.108897717	0.1088977165	-0.488897717	-1.932783515	12.962346782	15.521839417	14.151812931	11.620261746	0	0	0	0	0	0	1	0	0	0	0	0
100151	-0.485	1	-1	-1	-1	0.2511207646	-0.251120765	0.3511207646	1.7855540498	12.653406135	9.1565693893	12.404884658	9.6041359862	0	0	0	1	0	0	0	0	0	0	0	0
100152	-1.906	-2	-1	-1	2	-2.277809606	2.2778096055	-0.737809606	-1.870158512	8.9023129348	4.0956037139	8.2101998935	5.797938753	0	0	0	0	0	0	0	0	0	0	0	0
100153	-1.268	-2	1	-1	2	-1.649763276	1.6497632757	-0.109763276	-0.401963324	10.224133417	9.6557820367	11.093686453	9.5995568749	0	0	1	0	0	0	0	0	0	0	0	0
100154	-0.313	2	1	-1	-2	-0.374346634	0.3743466335	-0.754346634	-0.059670932	12.014137887	10.083318883	12.628179666	8.8907537281	0	0	0	1	0	0	0	0	0	0	0	0
100155	0.554	0	1	-1	0	-0.170194349	0.1701943491	0.4098056509	0.3120694111	11.731246274	17.917556935	8.9512025238	13.999872268	1	1	1	1	0	0	0	0	1	0	0	0
100156	1.501	3	1	-1	-3	2.1596396013	-2.159639601	1.2996396013	0.9608142006	16.565875198	12.612210161	15.659696558	20.875205315	1	1	0	1	0	1	0	1	0	0	1	1
100157	0.254	2	1	-1	-2	0.2780390649	-0.278039065	-0.101960935	0.677279724	7.6841163714	13.821654994	12.906048508	13.028571411	0	1	0	1	0	0	1	0	0	0	0	0
100158	-0.146	2	-1	-1	-2	0.2942694777	-0.294269478	-0.085730522	0.37798193	12.999808258	14.876044015	15.982233845	15.272140271	1	0	0	0	0	0	0	0	0	0	1	0
100159	-0.692	1	1	-1	-1	0.3532731974	-0.353273197	0.4532731974	0.8700921725	11.664917163	10.64242288	17.507978905	14.324428633	0	0	0	0	0	0	0	1	0	0	0	0
100160	-1.007	0	-1	-1	0	-1.591193234	1.5911932338	-1.011193234	0.5586966332	10.052266503	9.8895685544	8.9689909609	3.8702086037	1	0	0	0	0	0	0	0	0	0	0	0
100161	-0.969	-1	-1	-1	1	-0.928244194	0.9282441943	0.1317558057	1.486496459	7.4095003903	9.0252956052	6.1007714854	7.4355737164	0	1	0	0	0	0	0	0	0	0	0	0
100162	-1.192	-1	-1	-1	1	-0.817184366	0.8171843655	0.2428156345	0.0167056545	8.6395401547	8.5729925304	7.4869140633	14.026777791	1	0	0	0	0	0	0	0	0	0	0	0
100163	-1.412	0	1	-1	0	-0.885769545	0.8857695452	-0.305769545	-0.705866504	8.4443291054	8.9465889129	10.374828363	6.3721404294	0	0	0	0	0	0	0	0	0	0	0	0
100164	0.719	2	1	-1	-2	1.019750025	-1.019750025	0.639750025	0.8967925789	8.8359596049	16.272874258	16.917505978	17.072257532	1	0	1	0	0	0	1	1	1	1	0	0
100165	2.458	3	1	-1	-3	2.6208276008	-2.620827601	1.7608276008	-0.817735656	8.4412227717	11.913432916	17.089245709	15.232642472	1	1	1	1	0	1	1	1	1	1	1	1
100166	2.166	4	-1	-1	-4	2.0756170425	-2.075617042	0.7356170425	-0.47605761	12.745065509	13.490619684	17.180652534	10.604613283	1	1	0	1	1	1	1	1	1	0	1	1
100167	1.114	1	-1	-1	-1	0.7536095577	-0.753609558	0.8536095577	0.7625980046	8.0348692659	9.5983903819	13.703177951	8.6620877132	1	1	1	1	1	1	0	0	0	1	0	0
100168	-1.869	-2	-1	-1	2	-1.307384168	1.3073841678	0.2326158322	-1.000385043	9.1228788147	7.9764592156	12.460389857	9.2325784133	0	0	0	0	0	0	0	0	0	0	0	0
100169	-1.655	-1	-1	-1	1	-1.397078952	1.3970789517	-0.337078952	1.2915875244	10.874104147	13.181542393	6.5176851306	12.59263314	0	0	0	0	0	0	0	0	0	0	0	0
100170	-1.427	0	-1	-1	0	-2.357604196	2.3576041964	-1.777604196	-1.062541247	5.8335452555	11.165199149	9.3216120598	8.2580186459	0	0	0	0	0	0	0	0	0	0	0	0
100171	2.708	4	-1	-1	-4	3.2584301712	-3.258430171	1.9184301712	1.1240879387	14.001523013	19.493895418	14.401037308	12.627152188	1	1	0	1	1	1	1	1	1	1	1	1
100172	-1.069	0	-1	-1	0	-1.264383109	1.2643831086	-0.684383109	-0.351416628	10.803445277	8.4212507371	10.053840944	12.043753647	0	0	0	0	0	0	1	0	0	0	0	0
100173	-1.603	-1	1	-1	1	-1.052958501	1.0529585011	0.0070414989	-0.577127855	11.169756994	10.492727204	12.973309091	8.3978905812	0	0	0	0	0	0	0	0	0	0	0	0
100174	-0.37	2	-1	-1	-2	-0.121540184	0.1215401838	-0.501540184	0.2960833949	8.7846533014	14.067353883	15.342323975	13.052520636	0	0	0	0	1	0	0	0	0	0	0	0
100175	-1.049	0	-1	-1	0	-0.163575108	0.1635751079	0.4164248921	-0.498772315	13.686692905	12.757308889	10.24679541	7.5973284625	0	0	0	0	0	0	1	0	0	0	0	0
100176	0.222	0	1	-1	0	0.0444841351	-0.044484135	0.6244841351	1.5071980888	6.8434731293	14.955052541	12.452328611	14.606472565	0	1	0	0	0	0	0	0	0	1	1	0
100177	-1.303	1	-1	-1	-1	-1.0624155	1.0624154997	-0.9624155	-0.627623248	10.396839671	9.9676782941	13.621584074	11.761689672	0	0	0	0	0	0	0	0	0	0	0	0
100178	-0.104	2	1	-1	-2	0.3542742347	-0.354274235	-0.025725765	0.4033371114	7.6803567094	13.22555645	13.400742693	14.532593494	0	1	0	0	0	0	0	0	1	0	0	0
100179	-0.742	0	-1	-1	0	-0.600695037	0.6006950372	-0.020695037	-0.481800947	7.690065909	11.277649515	8.2032215316	9.4463942059	1	0	0	0	0	0	1	0	0	0	0	0
100180	-1.227	-1	-1	-1	1	-0.684121513	0.6841215133	0.3758784867	-0.502049942	6.7744478842	5.694045413	9.2288941709	9.8567903996	1	0	0	0	0	0	0	0	0	0	0	0
100181	-1.592	-1	1	-1	1	-0.313713594	0.3137135938	0.7462864062	0.9112330092	9.8590620884	13.521027951	9.4401089552	9.9101702862	0	0	0	0	0	0	0	0	0	0	0	0
100182	-1.646	-1	-1	-1	1	-1.36340966	1.3634096602	-0.30340966	0.1953964467	7.5259605018	8.9398831048	8.6268055655	8.3939214228	0	0	0	0	0	0	0	0	0	0	0	0
100183	-0.925	-2	-1	-1	2	-1.041503203	1.0415032027	0.4984967973	-0.074383105	10.037197599	4.302506986	10.245191325	7.3690478334	0	1	0	0	0	0	1	0	0	0	0	0
100184	-0.961	1	-1	-1	-1	-1.142666617	1.1426666175	-1.042666617	-0.194731442	9.1425077842	10.380769023	12.029686991	13.124732827	0	0	0	0	0	0	1	0	0	0	0	0
100185	2.412	2	1	-1	-2	2.2000582697	-2.20005827	1.8200582697	1.3122120229	14.090281843	19.009200953	17.745559017	15.544251821	1	0	1	1	1	1	1	1	1	1	1	1
100186	-0.72	-1	-1	-1	1	-0.840066051	0.8400660508	0.2199339492	1.4703730657	11.726813341	5.4358678976	7.1911221477	11.338323141	1	0	1	0	0	0	0	0	0	0	0	0
100187	-0.438	1	-1	-1	-1	-0.133775736	0.1337757361	-0.033775736	1.623557137	11.661224365	6.5674969466	14.308821565	13.945159064	0	1	0	0	0	0	1	0	0	0	0	0
100188	-1.269	1	1	-1	-1	-1.45941955	1.4594195502	-1.35941955	-1.698602817	9.8766792488	7.9230164005	11.847945271	13.142710717	0	0	0	0	0	0	0	0	0	0	0	0
100189	-1.263	2	-1	-1	-2	-0.445922189	0.445922189	-0.825922189	-0.650519207	12.034952348	10.167862101	11.441443687	7.0496539773	0	0	0	0	0	0	0	0	0	0	0	0
100190	-0.393	2	-1	-1	-2	0.0062035372	-0.006203537	-0.373796463	-0.502487482	10.904073179	13.531370889	12.478101083	12.37800711	0	0	0	0	0	0	1	1	0	0	0	0
100191	-0.599	1	-1	-1	-1	0.1111909688	-0.111190969	0.2111909688	1.2121984628	8.8073614484	14.937805375	12.665511992	17.809162373	1	0	0	0	0	0	1	0	0	0	0	0
100192	1.548	3	-1	-1	-3	1.3096979761	-1.309697976	0.4496979761	0.5199906664	7.1350899113	6.5755172876	13.857237432	13.280985488	0	1	0	1	1	1	1	1	0	1	0	1
100193	-1.439	0	-1	-1	0	-1.746818582	1.7468185818	-1.166818582	-1.655747379	7.7714593006	10.665810741	8.5640678866	7.524171884	0	0	0	0	0	0	0	0	0	0	0	0
100194	1.168	0	-1	-1	0	0.6438057683	-0.643805768	1.2238057683	1.9741986561	13.456475334	12.532184143	7.3591794101	14.654737424	1	1	0	0	0	1	1	0	1	1	1	1
100195	-0.255	1	-1	-1	-1	-0.440666735	0.440666735	-0.340666735	-1.404506762	5.7852027667	14.588193303	15.115090882	10.301180734	0	0	0	1	0	0	1	0	0	0	0	0
100196	-0.916	1	-1	-1	-1	-1.227546194	1.2275461937	-1.127546194	0.0164990674	10.601265212	11.417347787	4.2699744424	9.9669182027	1	0	0	0	0	0	0	0	0	0	0	0
100197	0.206	2	1	-1	-2	-0.247100231	0.2471002307	-0.627100231	0.8063693852	7.5325840226	13.996419409	14.23079839	15.181452302	0	0	0	1	0	1	0	0	0	0	0	0
100198	-1.411	0	-1	-1	0	-2.560425646	2.5604256457	-1.980425646	-0.952307893	7.7600797771	5.484793127	5.8850639593	7.2780039642	0	0	0	0	0	0	0	0	0	0	0	0
100199	0.631	1	-1	-1	-1	-0.002110524	0.0021105237	0.0978894763	0.4041758006	8.1243378077	10.778800288	14.446738206	12.396540556	1	1	0	1	1	0	0	1	0	0	0	0
100200	-1.459	0	-1	-1	0	-1.037468583	1.0374685834	-0.457468583	0.0819658323	8.4282249725	10.548865813	11.252626077	12.749753836	0	0	0	0	0	0	0	0	0	0	0	0
100201	-0.94	-1	-1	-1	1	-0.713961047	0.7139610469	0.3460389531	2.1415593114	8.9477235944	11.693730261	9.9765470313	13.634751221	0	0	0	0	0	0	0	0	0	1	0	0
100202	-0.507	0	1	-1	0	-0.463598784	0.4635987835	0.1164012165	2.1593678893	7.8774679202	12.898302118	11.279304715	9.3133131755	1	0	0	0	0	0	0	1	0	0	0	0
100203	-0.77	0	-1	-1	0	0.1377071868	-0.137707187	0.7177071868	-0.037139984	12.158364968	14.369064214	10.427871009	8.7551479545	0	0	0	0	0	0	0	0	0	1	0	0
100204	0.364	0	-1	-1	0	-0.213749631	0.2137496307	0.3662503693	0.7062416303	10.148642154	11.104477906	12.785245347	12.425184552	0	1	0	1	0	0	0	0	1	1	0	0
100205	1.698	3	1	-1	-3	2.0233337877	-2.023333788	1.1633337877	1.5710110174	9.5235576252	16.002557804	14.399749118	14.740631122	1	0	1	1	0	1	1	1	1	1	1	0
100206	0.963	1	1	-1	-1	0.6066542289	-0.606654229	0.7066542289	0.1937575898	8.4027238083	13.965447606	10.68145363	11.948730796	0	0	0	0	0	0	1	1	1	1	1	1
100207	-1.444	0	-1	-1	0	-0.502781873	0.5027818726	0.0772181274	-0.610881447	9.9367631076	10.488863155	10.324883779	6.2947183536	0	0	0	0	0	0	0	0	0	0	0	0
100208	-1.646	-1	-1	-1	1	-0.35329375	0.3532937504	0.7067062496	1.2979152188	9.3385474944	11.95348547	12.330421613	14.750368879	0	0	0	0	0	0	0	0	0	0	0	0
100209	-1.611	-1	1	-1	1	-2.287613203	2.2876132033	-1.227613203	-1.011113023	7.4336515402	11.056370306	2.5800178565	7.990504798	0	0	0	0	0	0	0	0	0	0	0	0
100210	-1.251	1	1	-1	-1	-0.342548377	0.3425483772	-0.242548377	0.4256438403	9.404373316	10.513244655	10.968226338	11.610036019	0	0	0	0	0	0	0	0	0	0	0	0
100211	-0.619	2	-1	-1	-2	-0.482856445	0.4828564454	-0.862856445	-0.495724085	12.397078749	5.6148601416	12.605092706	11.19390127	0	0	0	0	0	0	0	0	1	0	0	0
100212	0.989	1	-1	-1	-1	0.9150411502	-0.91504115	1.0150411502	1.5686722755	14.487266531	10.197907437	9.6441119889	14.262716695	0	1	0	1	1	1	0	1	0	1	0	0
100213	-1.034	-1	1	-1	1	-1.329574622	1.3295746217	-0.269574622	-0.539240358	5.3697584379	11.9270062	8.8396925165	15.066654744	0	0	0	0	0	0	0	1	0	0	0	0
100214	-0.065	2	1	-1	-2	0.3774888831	-0.377488883	-0.002511117	0.3008440023	7.1345367839	14.036378227	13.45590027	14.413572657	1	0	0	0	0	0	1	1	0	0	0	0
100215	-0.988	0	1	-1	0	-1.862787931	1.8627879312	-1.282787931	-1.0798703	9.5816261507	8.5264608822	8.4966707726	8.2901379001	1	0	0	0	0	0	0	0	0	0	0	0
100216	1.838	1	-1	-1	-1	1.7591935177	-1.759193518	1.8591935177	1.3181083327	12.089319665	13.529706932	14.736735212	13.496952356	1	1	0	1	1	1	1	1	1	0	1	1
100217	-1.302	1	1	-1	-1	-0.068619928	0.0686199283	0.0313800717	-0.55631782	13.321605364	12.738926747	9.8951226616	9.3611243924	0	0	0	0	0	0	0	0	0	0	0	0
100218	-2.162	-3	1	-1	3	-2.247264494	2.2472644943	-0.227264494	-0.995177952	7.6270795354	10.134225897	9.6639432724	10.065560968	0	0	0	0	0	0	0	0	0	0	0	0
100219	-0.815	0	-1	-1	0	-0.540027499	0.5400274991	0.0399725009	0.3906761244	8.4359089289	11.136472749	12.187882296	10.11515835	0	1	0	0	0	0	0	0	0	0	0	0
100220	-1.274	1	1	-1	-1	-1.102138823	1.102138823	-1.002138823	-0.072589771	8.9895156684	8.0339732983	10.944854184	11.151655846	0	0	0	0	0	0	0	0	0	0	0	0
100221	-1.337	1	-1	-1	-1	-0.806599278	0.8065992777	-0.706599278	-0.899507837	12.497236436	10.70121122	10.117969646	10.643782891	0	0	0	0	0	0	0	0	0	0	0	0
100222	-1.125	-2	1	-1	2	-1.278654854	1.2786548543	0.2613451457	-0.446050121	10.86360636	11.091908177	10.842176794	8.44097513	0	0	0	0	0	0	0	0	0	1	0	0
100223	-1.602	-1	1	-1	1	-2.877335142	2.8773351418	-1.817335142	0.67406786	10.896047816	10.87547954	3.1989577921	9.5994191393	0	0	0	0	0	0	0	0	0	0	0	0
100224	-1.03	0	1	-1	0	-0.723586589	0.7235865891	-0.143586589	1.1707286723	8.300450018	12.816081605	14.801780756	9.5488456012	0	0	0	0	0	0	1	0	0	0	0	0
100225	-1.418	-2	1	-1	2	-2.222714732	2.222714732	-0.682714732	-0.00607213	10.588521392	5.0127703726	7.1022507503	8.6078374063	1	0	0	0	0	0	0	0	0	0	0	0
100226	0.162	1	1	-1	-1	-0.094697079	0.0946970787	0.0053029213	-0.572224772	8.6853575284	9.196702082	13.679144483	12.959306815	1	0	0	0	0	0	0	1	0	0	1	0
100227	-0.376	1	-1	-1	-1	-0.298726402	0.2987264025	-0.198726402	-0.574688101	12.71419008	4.4892594245	11.067176612	13.912112996	1	1	0	0	0	0	0	0	0	0	0	0
100228	-1.861	-2	1	-1	2	-1.718718174	1.7187181741	-0.178718174	0.4822119227	7.9502193532	11.810501312	3.4264746273	10.73882696	0	0	0	0	0	0	0	0	0	0	0	0
100229	0.355	0	-1	-1	0	0.2040038411	-0.204003841	0.7840038411	1.0310506846	10.66344304	11.193478978	8.8713328314	12.84928001	0	1	0	0	0	1	0	1	0	1	0	0
100230	-1.435	0	-1	-1	0	-1.596473727	1.5964737269	-1.016473727	0.2534095494	8.595422662	7.7837880134	11.074711881	12.983715536	0	0	0	0	0	0	0	0	0	0	0	0
100231	1.674	2	-1	-1	-2	2.0068686865	-2.006868687	1.6268686865	-0.405219292	13.448183219	9.5102090424	16.7206614	11.439283488	1	1	0	1	1	1	0	1	1	1	1	0
100232	0.696	3	1	-1	-3	0.292199936	-0.292199936	-0.567800064	-0.475692745	8.7784233453	13.359469171	17.168708786	8.821298336	0	0	0	0	0	0	1	0	1	0	1	1
100233	-0.871	1	1	-1	-1	-1.108224507	1.1082245075	-1.008224507	-2.316036404	8.6985184266	14.783541696	12.741460517	6.7614048977	0	0	0	0	0	0	1	0	0	0	0	0
100234	-1.469	0	-1	-1	0	-1.387445537	1.3874455369	-0.807445537	-0.963729456	6.6007972571	12.382864234	9.4034829353	6.8424001445	0	0	0	0	0	0	0	0	0	0	0	0
100235	-1.193	-2	-1	-1	2	-1.129401242	1.1294012417	0.4105987583	-0.508738227	10.672796303	9.0921389317	8.1816467363	9.1800099807	0	0	0	0	0	0	0	0	0	1	0	0
100236	0.918	0	1	-1	0	0.5015421736	-0.501542174	1.0815421736	1.1294605285	14.019275081	16.763919103	12.750294837	12.461353985	0	0	0	1	0	1	1	1	1	0	1	0
100237	-0.879	1	-1	-1	-1	-0.697534039	0.6975340386	-0.597534039	0.4946187031	9.9965914185	10.508268392	9.7185527077	15.89830883	1	0	0	0	0	0	0	0	0	0	0	0
100238	0.278	0	1	-1	0	0.9306829785	-0.930682979	1.5106829785	-0.3039804	10.171096683	12.264709982	11.450992907	7.960748674	1	0	0	0	0	1	1	0	0	1	0	0
100239	-0.668	1	-1	-1	-1	0.7317953344	-0.731795334	0.8317953344	-0.510786902	6.8259179986	12.313362099	12.077671723	12.065956682	0	1	0	0	0	0	0	0	0	0	0	0
100240	-0.234	1	-1	-1	-1	0.264364794	-0.264364794	0.364364794	-0.098440584	12.864621652	10.900332455	13.044164372	8.2019148273	0	0	0	1	0	0	1	0	0	0	0	0
100241	-1.627	-1	1	-1	1	-0.032555572	0.032555572	1.027444428	1.0462859259	12.138654464	11.316261378	10.356502652	12.923778219	0	0	0	0	0	0	0	0	0	0	0	0
100242	1.401	1	-1	-1	-1	1.4189345889	-1.418934589	1.5189345889	0.3139101368	9.1969797069	13.917003816	14.241234676	13.715795182	1	0	1	1	1	1	0	0	1	1	0	1
100243	-1.318	1	-1	-1	-1	-0.507018897	0.507018897	-0.407018897	1.4528054631	11.936429245	11.048243757	17.13198985	15.665127188	0	0	0	0	0	0	0	0	0	0	0	0
100244	-1.45	0	-1	-1	0	-0.79011335	0.7901133504	-0.21011335	-0.199866145	10.806001698	9.5969079301	11.136698964	11.650417012	0	0	0	0	0	0	0	0	0	0	0	0
100245	0.528	0	-1	-1	0	0.5000510148	-0.500051015	1.0800510148	1.3022248557	11.671344113	9.293199419	10.790604454	11.576122097	1	1	0	0	0	0	1	1	1	0	0	1
100246	-1.474	0	-1	-1	0	-1.156653876	1.1566538759	-0.576653876	-1.590435465	6.7497282408	13.57758674	9.4291049991	9.6182046404	0	0	0	0	0	0	0	0	0	0	0	0
100247	1.751	1	-1	-1	-1	1.6995722695	-1.69957227	1.7995722695	0.2949082199	9.2755062039	13.246062763	16.679751641	12.297291122	1	1	0	1	0	1	1	1	1	1	1	1
100248	-1.419	0	1	-1	0	-0.689135552	0.6891355523	-0.109135552	-1.34305115	8.5402840721	7.8422917818	11.850637893	9.5568175979	0	0	0	0	0	0	0	0	0	0	0	0
100249	0.279	2	-1	-1	-2	0.8363056979	-0.836305698	0.4563056979	1.9806674103	11.156436881	13.659398764	12.418526463	15.629875289	1	0	0	0	1	0	0	0	0	0	1	0
100250	-0.77	1	-1	-1	-1	-0.435400438	0.4354004378	-0.335400438	2.0195754365	9.0354278632	10.032202609	11.312406569	13.809393002	0	0	0	0	0	0	0	1	0	0	0	0
100251	0.587	0	1	1	0	0.4575338725	0.4575338725	-0.082466127	0.7672144298	11.58408142	8.089165442	9.2366761494	14.397169014	1	0	1	0	0	0	1	1	0	1	1	0
100252	1.703	1	-1	1	1	0.9928135376	0.9928135376	0.2528135376	-1.959211145	8.1530733762	10.854308262	9.2746305385	7.3326990738	1	1	1	1	0	1	1	0	1	1	1	1
100253	-1.023	-3	1	1	-3	-1.565415354	-1.565415354	-1.505415354	-1.344578158	3.5973263421	8.1583725214	2.4169746037	7.9975592152	0	0	1	0	0	0	0	0	0	0	0	0
100254	-0.795	-3	1	1	-3	-0.330505265	-0.330505265	-0.270505265	-0.230122677	8.6959604221	8.3699913079	8.8524222841	8.0136974909	0	0	1	0	0	0	1	0	0	0	0	0
100255	0.523	-2	-1	1	-2	0.9408210301	0.9408210301	0.8008210301	0.941021485	8.4614051757	11.596582514	7.0653596805	10.063824875	1	0	1	1	1	0	0	0	1	0	1	0
100256	0.724	1	1	1	1	-0.006392309	-0.006392309	-0.746392309	-1.239169281	9.4907886653	12.837408227	8.6794025414	9.7092568666	0	1	1	1	0	0	0	0	1	0	0	1
100257	0.455	0	1	1	0	-0.087752364	-0.087752364	-0.627752364	0.9780243687	6.3373335807	7.2588831157	7.2695379542	12.841582607	1	0	1	0	0	0	1	0	0	1	0	1
100258	0.637	-1	-1	1	-1	0.4962690564	0.4962690564	0.1562690564	0.3349140648	8.6924240793	12.093025669	5.5134329699	9.3424474463	0	1	1	0	1	1	0	0	1	1	0	0
100259	-0.489	-2	1	1	-2	-0.129674726	-0.129674726	-0.269674726	1.0138303064	6.302597078	6.7930914809	11.905391191	8.5537834856	0	0	1	0	0	0	0	0	1	0	0	0
100260	1.751	-1	1	1	-1	1.3971053638	1.3971053638	1.0571053638	1.9439623907	12.771121948	11.504003886	12.939810213	12.987389937	1	1	1	1	1	0	1	1	1	1	1	1
100261	1.401	-1	1	1	-1	1.7869450195	1.7869450195	1.4469450195	-0.152541212	10.431684443	11.659217364	7.695918988	5.9961549586	1	0	1	0	1	1	0	1	1	1	1	1
100262	-0.281	-1	1	1	-1	-1.059359609	-1.059359609	-1.399359609	0.4133059895	7.1982478954	6.4978830645	11.342130707	5.9342337088	0	1	0	0	0	0	0	0	0	1	0	0
100263	-0.052	-2	1	1	-2	-0.022475131	-0.022475131	-0.162475131	-0.526722501	8.3472158389	11.210148628	6.1487293812	9.95171139	1	0	1	0	0	0	0	1	1	0	0	0
100264	0.73	-1	1	1	-1	0.3200737238	0.3200737238	-0.019926276	-0.296143536	10.779959353	8.1529583045	11.186536733	8.9872478937	1	0	1	0	0	0	0	0	1	1	1	1
100265	-0.489	-1	1	1	-1	0.2079716711	0.2079716711	-0.132028329	0.3440599177	13.186054455	9.5539145767	10.285590563	13.95024971	1	0	1	0	0	0	0	0	0	0	0	0
100266	0.24	-1	-1	1	-1	0.204007513	0.204007513	-0.135992487	-0.124087416	8.0597051995	9.3643577547	7.5456195537	7.5708128449	1	1	0	0	1	0	0	1	1	0	0	0
100267	1.144	1	-1	1	1	0.6520833233	0.6520833233	-0.087916677	-0.596918242	10.730119584	9.2036684443	11.242036218	7.8718868242	1	1	1	0	1	0	1	0	0	1	1	1
100268	0.651	-2	1	1	-2	0.274979889	0.274979889	0.134979889	0.9160328352	9.4779651129	6.6331005583	8.2438241364	12.00198251	0	0	1	1	0	0	0	1	1	1	1	0
100269	0.753	0	1	1	0	0.42269587	0.42269587	-0.11730413	1.3617174771	10.27831764	8.1807642673	5.9439762743	18.090078287	0	0	1	1	1	0	1	1	0	1	0	0
100270	0.629	-1	1	1	-1	0.8560775114	0.8560775114	0.5160775114	-0.323695193	14.067218926	10.849443208	12.045023932	12.13251872	0	1	1	0	0	0	1	1	0	1	0	1
100271	-0.65	-2	1	1	-2	-0.359074406	-0.359074406	-0.499074406	0.9405491324	8.7718704917	8.3887864469	11.97322952	9.6111325931	0	0	0	0	0	0	1	1	0	0	0	0
100272	-1.49	-3	-1	1	-3	-0.303464125	-0.303464125	-0.243464125	-0.096716226	10.499167174	5.7826787384	6.8322234936	6.6926498697	0	0	0	0	0	0	0	0	0	0	0	0
100273	0.023	-1	1	1	-1	0.8057418386	0.8057418386	0.4657418386	0.0354461373	9.2127924993	11.373716466	10.676926311	12.386485012	1	0	1	0	0	0	1	0	0	1	0	0
100274	-0.011	-2	1	1	-2	0.8078814731	0.8078814731	0.6678814731	0.7719123914	8.7849328143	7.9291138096	6.4448262104	8.3776635699	1	1	1	0	0	0	0	1	0	0	0	0
100275	0.109	-2	-1	1	-2	-0.111189357	-0.111189357	-0.251189357	-1.695283743	4.2672954411	4.5312449299	11.207676083	5.3906299481	1	1	0	0	1	0	1	0	0	1	0	0
100276	-0.523	1	-1	1	1	-0.272949289	-0.272949289	-1.012949289	-0.469668676	8.6664716049	12.12260206	11.08876088	9.4759150147	0	1	0	0	0	0	1	0	0	0	0	0
100277	-1.362	-2	-1	1	-2	-0.417867167	-0.417867167	-0.557867167	-0.144409499	14.012589138	8.1184810186	2.7771446847	9.4286106447	0	0	0	0	0	0	0	0	0	0	0	0
100278	1.531	-1	1	1	-1	0.9691851493	0.9691851493	0.6291851493	0.3996208127	17.103485467	9.3411385431	10.620799092	9.2624913998	1	1	1	1	1	1	1	0	1	1	1	0
100279	0.304	-1	-1	1	-1	-0.145723137	-0.145723137	-0.485723137	-0.921907586	13.933629719	2.6466839403	6.7715442873	2.8690638486	1	1	0	0	0	0	0	1	0	1	0	1
100280	1.755	1	1	1	1	1.3014419312	1.3014419312	0.5614419312	-0.447733732	9.7890452713	10.94289106	10.99214064	7.8796914002	1	1	1	1	1	1	0	0	0	1	1	1
100281	-0.437	0	1	1	0	-0.144070078	-0.144070078	-0.684070078	-0.666473692	5.384975761	11.046150417	8.5059139583	8.0977097112	0	0	1	0	0	0	1	0	0	0	0	0
100282	-0.105	0	1	1	0	0.3333881215	0.3333881215	-0.206611878	-0.369147119	7.3041950234	6.5459580735	9.0747769756	8.1494375703	1	0	1	0	0	0	0	0	1	0	0	0
100283	-0.811	-1	-1	1	-1	-0.669490081	-0.669490081	-1.009490081	0.1075437822	12.2843553	11.109372623	5.0345119365	1.8918832956	0	1	0	0	0	0	0	0	0	0	0	0
100284	0.048	-2	1	1	-2	0.7006303132	0.7006303132	0.5606303132	0.1742626244	9.4304982707	9.9674970643	9.0105705772	9.4674715191	1	1	0	1	0	0	1	0	0	0	0	0
100285	0.119	-1	-1	1	-1	0.0842793034	0.0842793034	-0.255720697	-0.217426673	12.264387535	8.9514506047	11.921940944	6.1301390153	0	0	0	1	1	1	0	0	0	0	0	0
100286	0.107	-3	1	1	-3	0.9260382821	0.9260382821	0.9860382821	2.4903507196	13.042241051	11.932374295	11.108306489	13.153676959	0	0	1	0	0	0	1	0	0	0	1	1
